名称,面积,朝向,户型,位置,楼层,是否有电梯,建成时间, 门锁,绿化
自如友家·光谷创新天地·4居室-01卧,16.1㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约694米
 ",11/17,有,2021年建成,智能门锁,35%
自如友家·常青花园恒大御景·4居室-01卧,14.5㎡,朝南,4室1厅,"
小区距2号线常青花园站步行约293米
 ",11/32,有,2021年建成,智能门锁,30%
自如友家·汉江湾壹号·4居室-01卧,14㎡,朝南,4室1厅,"
小区距1号线古田一路站步行约207米
 ",22/42,有,2017年建成,智能门锁,25%
自如友家·翰林尚苑·4居室-01卧,14.2㎡,朝南,4室1厅,"
小区距7号线新路村站步行约218米
 ",13/24,有,2020年建成,智能门锁,30%
自如友家·王府花园·4居室-05卧,20.52㎡,朝南,4室1厅,"
小区距3号线香港路站步行约10米
 ",23/31,有,2005年建成,智能门锁,25%
自如友家·梅苑小区二期·4居室-02卧,19.5㎡,朝南,4室1厅,"
小区距4号线梅苑小区站步行约354米
 ",3/7,无,2000年建成,智能门锁,33%
自如友家·紫澄花园·4居室-01卧,18㎡,朝南,4室1厅,"
小区距3号线后湖大道站步行约531米
 ",14/32,有,2014年建成,智能门锁,30%
自如友家·碧桂园云玺·4居室-01卧,16.3㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约689米
 ",29/31,有,2021年建成,智能门锁,30%
自如友家·波光园一期·6居室-07卧,24㎡,朝南,6室1厅,"
小区距4号线梅苑小区站步行约736米
 ",8/11,有,2005年建成,智能门锁,36%
自如友家·琨瑜府三期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约818米
 ",38/57,有,2022年建成,智能门锁,30%
自如友家·琨瑜府一期·4居室-05卧,14㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约765米
 ",37/58,有,2019年建成,智能门锁,30%
自如友家·汉江湾壹号·4居室-02卧,15.6㎡,朝南,4室1厅,"
小区距1号线古田一路站步行约207米
 ",4/42,有,2017年建成,智能门锁,25%
自如友家·汉江湾壹号·4居室-02卧,15.2㎡,朝南,4室1厅,"
小区距1号线古田一路站步行约312米
 ",34/42,有,2017年建成,智能门锁,25%
自如友家·东辉花园·4居室-05卧,20.1㎡,朝南,4室1厅,"
小区距1号线硚口路站步行约388米
 ",4/11,有,2004年建成,智能门锁,37%
自如友家·葛洲坝城市花园·4居室-05卧,13.5㎡,朝南,4室1厅,"
小区距1号线硚口路站步行约270米
 ",26/29,有,2015年建成,智能门锁,35%
自如友家·琨瑜府三期·5居室-06卧,18㎡,朝南,5室1厅,"
小区距2号线华中科技大学站步行约1092米
 ",19/57,有,2022年建成,智能门锁,30%
自如友家·光谷中心花园·5居室-06卧,22.2㎡,朝南,5室1厅,"
小区距2号线光谷广场站步行约523米
 ",14/33,有,2007年建成,智能门锁,38%
自如友家·常青花园恒大御景·4居室-01卧,14.5㎡,朝南,4室1厅,"
小区距2号线常青花园站步行约293米
 ",28/32,有,2021年建成,智能门锁,30%
自如友家·福星惠誉国际城三期·3居室-03卧,14.7㎡,朝南,3室1厅,"
小区距8号线汪家墩站步行约268米
 ",17/45,有,2014年建成,智能门锁,30%
自如友家·三阳金城·4居室-01卧,16.11㎡,朝东,4室1厅,"
小区距1号线三阳路站步行约293米
 ",25/32,有,2011年建成,智能门锁,29%
自如友家·磨山港湾·4居室-01卧,19.2㎡,朝南,4室1厅,"
小区距4号线玉龙路站步行约361米
 ",22/32,有,2017年建成,智能门锁,25%
自如友家·凯乐桂园·3居室-03卧,14.8㎡,朝北,3室2厅,"
小区距2号线虎泉站步行约378米
 ",14/30,有,2019年建成,智能门锁,40%
自如友家·金地北辰阅风华·4居室-01卧,18㎡,朝南,4室1厅,"
小区距2号线金银潭站步行约466米
 ",8/18,有,2021年建成,智能门锁,30%
自如友家·金地自在城·3居室-03卧,26.3㎡,朝南,3室1厅,"
小区距4号线园林路站步行约635米
 ",10/28,有,2020年建成,智能门锁,31%
自如友家·联投驿园·4居室-01卧,14㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约208米
 ",4/33,有,2020年建成,智能门锁,45%
自如友家·翰林尚苑·4居室-01卧,14.4㎡,朝南,4室1厅,"
小区距7号线新路村站步行约163米
 ",12/24,有,2020年建成,智能门锁,30%
自如友家·三金雄楚天地·3居室-03卧,14.97㎡,朝南,3室2厅,"
小区距2号线杨家湾站步行约49米
 ",36/44,有,2016年建成,智能门锁,31%
自如友家·碧桂园云玺·4居室-01卧,16.5㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约608米
 ",7/30,有,2021年建成,智能门锁,30%
自如友家·王家湾中央生活区·6居室-01卧,18.7㎡,朝南,6室1厅,"
小区距4号线玉龙路站步行约607米
 ",13/32,有,2016年建成,智能门锁,40%
自如友家·统建大江园·北苑·4居室-01卧,18.45㎡,朝南,4室1厅,"
小区距3号线赵家条站步行约108米
 ",5/18,有,2005年建成,智能门锁,43%
自如友家·凯乐桂园·4居室-05卧,15.07㎡,朝南,4室1厅,"
小区距2号线虎泉站步行约431米
 ",10/30,有,2019年建成,智能门锁,40%
自如友家·凯乐桂园·3居室-03卧,12.12㎡,朝南,3室2厅,"
小区距2号线虎泉站步行约190米
 ",8/30,有,2019年建成,智能门锁,40%
自如友家·绿地光谷中心城·4居室-01卧,14.9㎡,朝南,4室1厅,"
小区距11号线光谷五路站步行约496米
 ",4/33,有,2021年建成,智能门锁,35%
自如友家·同馨花园二期·4居室-05卧,21.4㎡,朝南,4室1厅,"
小区距1号线硚口路站步行约625米
 ",10/20,有,2011年建成,智能门锁,27%
自如友家·城开玉桥新都·4居室-05卧,16.9㎡,朝南,4室1厅,"
小区距2号线积玉桥站步行约206米
 ",6/11,有,2006年建成,智能门锁,51%
自如友家·复地东湖国际一期·5居室-02卧,21㎡,朝南,5室1厅,"
小区距8号线中南医院站步行约625米
 ",3/6,有,2010年建成,智能门锁,35%
自如友家·琨瑜府三期·5居室-06卧,18㎡,朝南,5室1厅,"
小区距2号线华中科技大学站步行约818米
 ",49/57,有,2022年建成,智能门锁,30%
自如友家·新长江香榭东沙·6居室-07卧,20㎡,朝南,6室1厅,"
小区距2号线螃蟹岬站步行约479米
 ",9/22,有,2018年建成,智能门锁,35%
自如友家·碧桂园云玺·4居室-01卧,16.1㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约608米
 ",18/30,有,2021年建成,智能门锁,30%
自如友家·碧桂园云玺·4居室-01卧,16.1㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约608米
 ",28/30,有,2021年建成,智能门锁,30%
自如友家·中建东湖锦城·4居室-01卧,14.3㎡,朝南,4室1厅,"
小区距2号线黄龙山路站步行约834米
 ",11/33,有,2018年建成,智能门锁,30%
自如友家·光谷中心花园·5居室-03卧,19.4㎡,朝南,5室2厅,"
小区距2号线光谷广场站步行约523米
 ",11/33,有,2007年建成,智能门锁,38%
自如友家·复地东湖国际七期·5居室-06卧,20㎡,朝南,5室1厅,"
小区距8号线中南医院站步行约20米
 ",10/29,有,2017年建成,智能门锁,35%
自如友家·江城华庭·4居室-01卧,16.8㎡,朝南,4室1厅,"
小区距1号线友谊路站步行约323米
 ",11/28,有,2005年建成,智能门锁,38%
自如友家·碧桂园云玺·4居室-01卧,15.6㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约579米
 ",4/33,有,2021年建成,智能门锁,30%
自如友家·碧桂园云玺·4居室-01卧,17.1㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约608米
 ",9/30,有,2021年建成,智能门锁,30%
自如友家·新华明珠·4居室-05卧,19.43㎡,朝南,4室1厅,"
小区距7号线取水楼站步行约690米
 ",21/30,有,2008年建成,智能门锁,30%
自如友家·福星惠誉国际城三期·3居室-01卧,17.2㎡,朝南,3室1厅,"
小区距8号线汪家墩站步行约262米
 ",43/45,有,2014年建成,智能门锁,30%
自如友家·阳光城央座·4居室-03卧,13㎡,朝南,4室1厅,"
小区距3号线香港路站步行约30米
 ",16/31,有,2018年建成,智能门锁,25%
自如友家·加州阳光·6居室-07卧,22.5㎡,朝东,6室1厅,"
小区距2号线珞雄路站步行约333米
 ",27/32,有,2010年建成,智能门锁,42%
自如友家·碧桂园云玺·5居室-01卧,15.1㎡,朝南,5室1厅,"
小区距11号线光谷六路站步行约454米
 ",26/30,有,2021年建成,智能门锁,30%
自如友家·琨瑜府三期·5居室-06卧,18㎡,朝南,5室1厅,"
小区距2号线华中科技大学站步行约818米
 ",19/57,有,2022年建成,智能门锁,30%
自如友家·万福国际广场·4居室-01卧,13.5㎡,朝南,4室1厅,"
小区距6号线前进村站步行约128米
 ",16/32,有,2020年建成,智能门锁,30%
自如友家·中建御景星城·5居室-01卧,18.6㎡,朝南,5室1厅,"
小区距1号线太平洋站步行约395米
 ",7/47,有,2017年建成,智能门锁,35%
自如友家·塔子湖兴隆苑·5居室-01卧,18.26㎡,朝南,5室1厅,"
小区距8号线塔子湖站步行约285米
 ",28/30,有,2013年建成,智能门锁,30%
自如友家·东立国际·4居室-01卧,16.7㎡,朝南,4室1厅,"
小区距1号线二七路站步行约756米
 ",8/12,有,2007年建成,智能门锁,40%
自如友家·天成美雅·4居室-05卧,22.21㎡,朝南,4室1厅,"
小区距2号线武汉东站站步行约350米
 ",23/33,有,2015年建成,智能门锁,35%
自如友家·鹏程蕙园·4居室-05卧,13.25㎡,朝南,4室1厅,"
小区距2号线街道口站步行约258米
 ",10/30,有,2006年建成,智能门锁,37%
自如友家·琨瑜府三期·5居室-06卧,17.5㎡,朝南,5室1厅,"
小区距2号线华中科技大学站步行约808米
 ",27/40,有,2022年建成,智能门锁,30%
自如友家·江山如画三期·3居室-03卧,21.5㎡,朝北,3室1厅,"
小区距6号线武胜路站步行约626米
 ",17/28,有,2015年建成,智能门锁,20%
自如友家·群光上苑·4居室-02卧,12.9㎡,朝北,4室1厅,"
小区距2号线街道口站步行约286米
 ",25/30,有,2017年建成,智能门锁,35%
自如友家·顶琇国际城·4居室-01卧,14.2㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约345米
 ",36/47,有,2016年建成,智能门锁,25%
自如友家·国粹香舍·4居室-01卧,15.6㎡,朝东南,4室1厅,"
小区距6号线唐家墩站步行约1米
 ",14/15,有,2005年建成,智能门锁,35%
自如友家·融科天城二期·4居室-05卧,17.7㎡,朝南,4室1厅,"
小区距1号线大智路站步行约384米
 ",7/32,有,2012年建成,智能门锁,41%
自如友家·国粹香舍·4居室-01卧,16.5㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约169米
 ",6/16,有,2005年建成,智能门锁,35%
自如友家·世纪江尚·5居室-06卧,18㎡,朝南,5室1厅,"
小区距2号线江汉路站步行约544米
 ",9/57,有,2016年建成,智能门锁,25%
自如友家·新世界常青南园·4居室-01卧,14.1㎡,朝南,4室1厅,"
小区距2号线长港路站步行约238米
 ",14/22,有,2012年建成,智能门锁,35%
自如友家·尚文创业城·3居室-03卧,23.8㎡,朝南,3室1厅,"
小区距2号线杨家湾站步行约317米
 ",4/7,无,2002年建成,智能门锁,38%
自如友家·凯乐桂园·4居室-05卧,15.66㎡,朝南,4室2厅,"
小区距2号线虎泉站步行约431米
 ",23/30,有,2019年建成,智能门锁,40%
自如友家·紫薇花园·4居室-01卧,18.8㎡,朝南,4室1厅,"
小区距1号线古田四路站步行约376米
 ",2/6,无,2004年建成,智能门锁,30%
自如友家·蓝湾俊园·3居室-01卧,17.8㎡,朝南,3室1厅,"
小区距2号线积玉桥站步行约314米
 ",3/18,有,2003年建成,智能门锁,40%
自如友家·琨瑜府三期·5居室-06卧,20㎡,朝南,5室1厅,"
小区距2号线光谷大道站步行约896米
 ",3/57,有,2022年建成,智能门锁,30%
自如友家·世纪江尚·4居室-05卧,23.5㎡,朝南,4室1厅,"
小区距2号线江汉路站步行约822米
 ",11/24,有,2016年建成,智能门锁,25%
自如友家·保利心语三期·4居室-01卧,17.5㎡,朝南,4室1厅,"
小区距8号线马湖站步行约309米
 ",18/18,有,2011年建成,智能门锁,36%
自如友家·世茂锦绣长江五期·4居室-01卧,17㎡,朝南,4室1厅,"
小区距6号线马鹦路站步行约194米
 ",49/52,有,2016年建成,智能门锁,40%
自如友家·世纪彩城·4居室-05卧,19.26㎡,朝南,4室1厅,"
小区距4号线东亭站步行约478米
 ",3/11,有,2010年建成,智能门锁,36%
自如友家·紫阳金利屋·4居室-05卧,17.15㎡,朝南,4室1厅,"
小区距5号线复兴路站步行约158米
 ",15/28,有,2008年建成,智能门锁,30%
自如友家·安顺星苑·3居室-01卧,17.72㎡,朝南,3室1厅,"
小区距4号线楚河汉街站步行约432米
 ",12/12,有,2003年建成,智能门锁,35%
自如友家·圆梦美丽家园·4居室-01卧,25.5㎡,朝南,4室1厅,"
小区距8号线马房山站步行约506米
 ",5/6,无,2011年建成,智能门锁,42%
自如友家·复地东湖国际七期·5居室-06卧,约21㎡,朝南,5室1厅,"
小区距8号线中南医院站步行约535米
 ",6/32,有,2017年建成,智能门锁,35%
自如友家·学府佳园·4居室-01卧,16.1㎡,朝南,4室1厅,"
小区距2号线佳园路站步行约264米
 ",4/6,无,2001年建成,智能门锁,40%
自如友家·南国中心·3居室-01卧,19.9㎡,朝南,3室1厅,"
小区距2号线循礼门站步行约568米
 ",16/31,有,2016年建成,智能门锁,24%
自如友家·泛悦城·4居室-05卧,16㎡,朝南,4室1厅,"
小区距2号线华中科技大学站步行约703米
 ",2/58,有,2021年建成,智能门锁,30%
自如友家·江南明珠园·3居室-03卧,18.3㎡,朝南,3室1厅,"
小区距5号线三层楼站步行约349米
 ",16/17,有,2004年建成,智能门锁,49%
自如友家·琨瑜府三期·5居室-06卧,17.5㎡,朝南,5室1厅,"
小区距2号线光谷大道站步行约896米
 ",25/57,有,2022年建成,智能门锁,30%
自如友家·碧桂园云玺·4居室-01卧,15.6㎡,朝南,4室1厅,"
小区距11号线光谷六路站步行约579米
 ",17/33,有,2021年建成,智能门锁,30%
自如友家·航天花园·4居室-01卧,17.9㎡,朝南,4室1厅,"
小区距3号线云飞路站步行约349米
 ",5/7,有,2002年建成,智能门锁,40%
自如友家·统建大江园·北苑·4居室-01卧,17.8㎡,朝南,4室1厅,"
小区距3号线赵家条站步行约25米
 ",14/18,有,2005年建成,智能门锁,43%
自如友家·世纪江尚·4居室-05卧,16㎡,朝南,4室1厅,"
小区距2号线江汉路站步行约662米
 ",57/57,有,2016年建成,智能门锁,25%
自如友家·学府鑫苑·3居室-01卧,16.08㎡,朝南,3室1厅,"
小区距2号线街道口站步行约606米
 ",26/31,有,2017年建成,智能门锁,30%
自如友家·安顺星苑·3居室-03卧,20.01㎡,朝西,3室1厅,"
小区距4号线楚河汉街站步行约493米
 ",8/12,有,2003年建成,智能门锁,35%
自如友家·江山如画一期·4居室-01卧,17.6㎡,朝南,4室1厅,"
小区距6号线武胜路站步行约658米
 ",14/26,有,2005年建成,智能门锁,20%
自如友家·安顺星苑·4居室-05卧,25㎡,朝北,4室1厅,"
小区距4号线楚河汉街站步行约390米
 ",4/12,有,2003年建成,智能门锁,35%
自如友家·香港路穗丰花园·5居室-01卧,19.7㎡,朝南,5室1厅,"
小区距6号线三眼桥站步行约113米
 ",2/12,有,2003年建成,智能门锁,35%
自如友家·紫藤花园·4居室-01卧,20㎡,朝南,4室1厅,"
小区距6号线三眼桥站步行约386米
 ",8/12,有,2003年建成,智能门锁,38%
自如友家·万科金域国际·4居室-01卧,14.5㎡,朝南,4室1厅,"
小区距4号线五里墩站步行约197米
 ",25/58,有,2021年建成,智能门锁,30%
自如友家·融科天城二期·4居室-01卧,17.8㎡,朝南,4室1厅,"
小区距1号线三阳路站步行约427米
 ",20/32,有,2012年建成,智能门锁,41%
自如友家·米兰映象·4居室-05卧,18.43㎡,朝南,4室1厅,"
小区距2号线珞雄路站步行约498米
 ",4/33,有,2012年建成,智能门锁,35%
自如友家·南湖雅园·4居室-01卧,17.5㎡,朝南,4室1厅,"
小区距8号线文治街站步行约402米
 ",4/12,有,2015年建成,智能门锁,25%
自如友家·江南明珠园·4居室-01卧,21.5㎡,朝南,4室1厅,"
小区距5号线三层楼站步行约518米
 ",6/18,有,2004年建成,智能门锁,49%
自如友家·电建地产盛世江城·4居室-01卧,18.28㎡,朝南,4室1厅,"
小区距2号线长港路站步行约658米
 ",34/47,有,2016年建成,智能门锁,35%
自如友家·顶琇国际城·4居室-01卧,17.6㎡,朝南,4室1厅,"
小区距6号线唐家墩站步行约345米
 ",44/47,有,2016年建成,智能门锁,25%
自如友家·东辉花园·4居室-01卧,17㎡,朝南,4室1厅,"
小区距1号线硚口路站步行约388米
 ",5/11,有,2004年建成,智能门锁,37%
自如友家·安顺家园·4居室-05卧,18㎡,朝南,4室1厅,"
小区距4号线楚河汉街站步行约627米
 ",4/18,有,2008年建成,智能门锁,31%
自如友家·尚隆地球村·5居室-01卧,16.75㎡,朝南,5室1厅,"
小区距2号线积玉桥站步行约499米
 ",6/13,有,2002年建成,智能门锁,41%
自如友家·友谊国际·4居室-05卧,18.89㎡,朝南,4室1厅,"
小区距2号线螃蟹岬站步行约402米
 ",17/19,有,2007年建成,智能门锁,32%
自如友家·华氏儒商花园·5居室-01卧,17.56㎡,朝西南,5室1厅,"
小区距3号线香港路站步行约8米
 ",12/26,有,2001年建成,智能门锁,20%
